scenario,allocator,mu_el,filter_db,n_bundles,accepted,n_requests,acceptance_rate,total_utility,avg_fidelity,insecure_admitted,n_insecure_edges,mean_delta_f,feasible,topology,operating_point,seed
clean,congestion_aware_greedy,0.0,0.0,19,5,10,0.5,15.33037455163857,0.8753671234893183,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",4
clean,greedy_local_search,0.0,0.0,19,5,10,0.5,14.115882000000001,0.87712,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",4
clean,cp_sat_exact,0.0,0.0,19,5,10,0.5,15.33037455163857,0.8753671234893183,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",4
blind,utility_per_resource_greedy,0.03882399185758208,0.0,18,5,10,0.5,13.980033670084163,0.8658880059241907,0,0,0.006161922713915136,True,chain8,"1.4 V, 1.6 ns",4
blind,congestion_aware_greedy,0.03882399185758208,0.0,18,5,10,0.5,15.068925308239086,0.8636991081404064,0,0,0.006161922713915136,True,chain8,"1.4 V, 1.6 ns",4
blind,greedy_local_search,0.03882399185758208,0.0,18,5,10,0.5,13.980033670084163,0.8658880059241907,0,0,0.006161922713915136,True,chain8,"1.4 V, 1.6 ns",4
blind,cp_sat_exact,0.03882399185758208,0.0,18,5,10,0.5,15.068925308239086,0.8636991081404064,0,0,0.006161922713915136,True,chain8,"1.4 V, 1.6 ns",4
aware,utility_per_resource_greedy,0.03882399185758208,0.0,18,5,10,0.5,13.980033670084163,0.8658880059241907,0,0,0.006161922713915136,True,chain8,"1.4 V, 1.6 ns",4
aware,congestion_aware_greedy,0.03882399185758208,0.0,18,5,10,0.5,15.068925308239086,0.8636991081404064,0,0,0.006161922713915136,True,chain8,"1.4 V, 1.6 ns",4
aware,greedy_local_search,0.03882399185758208,0.0,18,5,10,0.5,13.980033670084163,0.8658880059241907,0,0,0.006161922713915136,True,chain8,"1.4 V, 1.6 ns",4
aware,cp_sat_exact,0.03882399185758208,0.0,18,5,10,0.5,15.068925308239086,0.8636991081404064,0,0,0.006161922713915136,True,chain8,"1.4 V, 1.6 ns",4
clean,utility_per_resource_greedy,0.0,0.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",5
clean,congestion_aware_greedy,0.0,0.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",5
clean,greedy_local_search,0.0,0.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",5
clean,cp_sat_exact,0.0,0.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",5
blind,utility_per_resource_greedy,0.03882399185758208,0.0,26,7,10,0.7,24.534855239899063,0.8140306292814553,0,0,0.002587596471889077,True,chain8,"1.4 V, 1.6 ns",5
blind,congestion_aware_greedy,0.03882399185758208,0.0,26,7,10,0.7,24.534855239899063,0.8140306292814553,0,0,0.002587596471889077,True,chain8,"1.4 V, 1.6 ns",5
blind,greedy_local_search,0.03882399185758208,0.0,26,7,10,0.7,24.534855239899063,0.8140306292814553,0,0,0.002587596471889077,True,chain8,"1.4 V, 1.6 ns",5
blind,cp_sat_exact,0.03882399185758208,0.0,26,7,10,0.7,24.534855239899063,0.8140306292814553,0,0,0.002587596471889077,True,chain8,"1.4 V, 1.6 ns",5
aware,utility_per_resource_greedy,0.03882399185758208,0.0,26,7,10,0.7,24.534855239899063,0.8140306292814553,0,0,0.002587596471889077,True,chain8,"1.4 V, 1.6 ns",5
aware,congestion_aware_greedy,0.03882399185758208,0.0,26,7,10,0.7,24.534855239899063,0.8140306292814553,0,0,0.002587596471889077,True,chain8,"1.4 V, 1.6 ns",5
aware,greedy_local_search,0.03882399185758208,0.0,26,7,10,0.7,24.534855239899063,0.8140306292814553,0,0,0.002587596471889077,True,chain8,"1.4 V, 1.6 ns",5
aware,cp_sat_exact,0.03882399185758208,0.0,26,7,10,0.7,24.534855239899063,0.8140306292814553,0,0,0.002587596471889077,True,chain8,"1.4 V, 1.6 ns",5
clean,utility_per_resource_greedy,0.0,0.0,20,5,10,0.5,15.624181191111113,0.8643512888888889,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",6
clean,congestion_aware_greedy,0.0,0.0,20,5,10,0.5,17.309559275495772,0.8724370203123776,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",6
clean,greedy_local_search,0.0,0.0,20,5,10,0.5,15.624181191111113,0.8643512888888889,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",6
clean,cp_sat_exact,0.0,0.0,20,5,10,0.5,17.309559275495772,0.8724370203123776,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",6
blind,utility_per_resource_greedy,0.03882399185758208,0.0,20,5,10,0.5,15.436047016770166,0.8529037175473118,0,0,0.003976031113492651,True,chain8,"1.4 V, 1.6 ns",6
blind,congestion_aware_greedy,0.03882399185758208,0.0,20,5,10,0.5,16.994735757938646,0.861675650783772,0,0,0.003976031113492651,True,chain8,"1.4 V, 1.6 ns",6
blind,greedy_local_search,0.03882399185758208,0.0,20,5,10,0.5,15.436047016770166,0.8529037175473118,0,0,0.003976031113492651,True,chain8,"1.4 V, 1.6 ns",6
blind,cp_sat_exact,0.03882399185758208,0.0,20,5,10,0.5,16.994735757938646,0.861675650783772,0,0,0.003976031113492651,True,chain8,"1.4 V, 1.6 ns",6
aware,utility_per_resource_greedy,0.03882399185758208,0.0,20,5,10,0.5,15.436047016770166,0.8529037175473118,0,0,0.003976031113492651,True,chain8,"1.4 V, 1.6 ns",6
aware,congestion_aware_greedy,0.03882399185758208,0.0,20,5,10,0.5,16.994735757938646,0.861675650783772,0,0,0.003976031113492651,True,chain8,"1.4 V, 1.6 ns",6
aware,greedy_local_search,0.03882399185758208,0.0,20,5,10,0.5,15.436047016770166,0.8529037175473118,0,0,0.003976031113492651,True,chain8,"1.4 V, 1.6 ns",6
aware,cp_sat_exact,0.03882399185758208,0.0,20,5,10,0.5,16.994735757938646,0.861675650783772,0,0,0.003976031113492651,True,chain8,"1.4 V, 1.6 ns",6
clean,utility_per_resource_greedy,0.0,0.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",7
clean,congestion_aware_greedy,0.0,0.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",7
clean,greedy_local_search,0.0,0.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",7
clean,cp_sat_exact,0.0,0.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",7
blind,utility_per_resource_greedy,0.03882399185758208,0.0,25,4,10,0.4,12.348051589245337,0.8240431985247475,0,0,0.0061612610095933395,True,chain8,"1.4 V, 1.6 ns",7
blind,congestion_aware_greedy,0.03882399185758208,0.0,25,4,10,0.4,12.348051589245337,0.8240431985247475,0,0,0.0061612610095933395,True,chain8,"1.4 V, 1.6 ns",7
blind,greedy_local_search,0.03882399185758208,0.0,25,4,10,0.4,12.348051589245337,0.8240431985247475,0,0,0.0061612610095933395,True,chain8,"1.4 V, 1.6 ns",7
blind,cp_sat_exact,0.03882399185758208,0.0,25,4,10,0.4,12.348051589245337,0.8240431985247475,0,0,0.0061612610095933395,True,chain8,"1.4 V, 1.6 ns",7
aware,utility_per_resource_greedy,0.03882399185758208,0.0,25,4,10,0.4,12.348051589245337,0.8240431985247475,0,0,0.0061612610095933395,True,chain8,"1.4 V, 1.6 ns",7
aware,congestion_aware_greedy,0.03882399185758208,0.0,25,4,10,0.4,12.348051589245337,0.8240431985247475,0,0,0.0061612610095933395,True,chain8,"1.4 V, 1.6 ns",7
aware,greedy_local_search,0.03882399185758208,0.0,25,4,10,0.4,12.348051589245337,0.8240431985247475,0,0,0.0061612610095933395,True,chain8,"1.4 V, 1.6 ns",7
aware,cp_sat_exact,0.03882399185758208,0.0,25,4,10,0.4,12.348051589245337,0.8240431985247475,0,0,0.0061612610095933395,True,chain8,"1.4 V, 1.6 ns",7
clean,utility_per_resource_greedy,0.0,0.0,28,8,10,0.8,19.193954030870817,0.8199928954447925,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",8
clean,congestion_aware_greedy,0.0,0.0,28,8,10,0.8,19.193954030870817,0.8199928954447925,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",8
clean,greedy_local_search,0.0,0.0,28,8,10,0.8,19.193954030870817,0.8199928954447925,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",8
clean,cp_sat_exact,0.0,0.0,28,8,10,0.8,19.193954030870817,0.8199928954447925,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",8
blind,utility_per_resource_greedy,0.03882399185758208,0.0,28,8,10,0.8,18.99801142817637,0.8107863449983169,0,0,0.004840412637493875,True,chain8,"1.4 V, 1.6 ns",8
blind,congestion_aware_greedy,0.03882399185758208,0.0,28,8,10,0.8,18.99801142817637,0.8107863449983169,0,0,0.004840412637493875,True,chain8,"1.4 V, 1.6 ns",8
blind,greedy_local_search,0.03882399185758208,0.0,28,8,10,0.8,18.99801142817637,0.8107863449983169,0,0,0.004840412637493875,True,chain8,"1.4 V, 1.6 ns",8
blind,cp_sat_exact,0.03882399185758208,0.0,28,8,10,0.8,18.99801142817637,0.8107863449983169,0,0,0.004840412637493875,True,chain8,"1.4 V, 1.6 ns",8
aware,utility_per_resource_greedy,0.03882399185758208,0.0,28,8,10,0.8,18.99801142817637,0.8107863449983169,0,0,0.004840412637493875,True,chain8,"1.4 V, 1.6 ns",8
aware,congestion_aware_greedy,0.03882399185758208,0.0,28,8,10,0.8,18.99801142817637,0.8107863449983169,0,0,0.004840412637493875,True,chain8,"1.4 V, 1.6 ns",8
aware,greedy_local_search,0.03882399185758208,0.0,28,8,10,0.8,18.99801142817637,0.8107863449983169,0,0,0.004840412637493875,True,chain8,"1.4 V, 1.6 ns",8
aware,cp_sat_exact,0.03882399185758208,0.0,28,8,10,0.8,18.99801142817637,0.8107863449983169,0,0,0.004840412637493875,True,chain8,"1.4 V, 1.6 ns",8
clean,utility_per_resource_greedy,0.0,0.0,25,7,10,0.7,16.619050441897087,0.818016978940388,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",9
clean,congestion_aware_greedy,0.0,0.0,25,7,10,0.7,16.619050441897087,0.818016978940388,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",9
clean,greedy_local_search,0.0,0.0,25,7,10,0.7,16.619050441897087,0.818016978940388,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",9
clean,cp_sat_exact,0.0,0.0,25,7,10,0.7,18.58455532983236,0.770949910030733,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",9
blind,utility_per_resource_greedy,0.03882399185758208,0.0,25,7,10,0.7,16.477108362687577,0.8085498605735129,0,0,0.004700537320979145,True,chain8,"1.4 V, 1.6 ns",9
blind,congestion_aware_greedy,0.03882399185758208,0.0,25,7,10,0.7,16.477108362687577,0.8085498605735129,0,0,0.004700537320979145,True,chain8,"1.4 V, 1.6 ns",9
blind,greedy_local_search,0.03882399185758208,0.0,25,7,10,0.7,16.477108362687577,0.8085498605735129,0,0,0.004700537320979145,True,chain8,"1.4 V, 1.6 ns",9
blind,cp_sat_exact,0.03882399185758208,0.0,25,7,10,0.7,18.3751912622402,0.7596303011445471,0,0,0.004700537320979145,True,chain8,"1.4 V, 1.6 ns",9
aware,utility_per_resource_greedy,0.03882399185758208,0.0,25,7,10,0.7,16.477108362687577,0.8085498605735129,0,0,0.004700537320979145,True,chain8,"1.4 V, 1.6 ns",9
aware,congestion_aware_greedy,0.03882399185758208,0.0,25,7,10,0.7,16.477108362687577,0.8085498605735129,0,0,0.004700537320979145,True,chain8,"1.4 V, 1.6 ns",9
aware,greedy_local_search,0.03882399185758208,0.0,25,7,10,0.7,16.477108362687577,0.8085498605735129,0,0,0.004700537320979145,True,chain8,"1.4 V, 1.6 ns",9
aware,cp_sat_exact,0.03882399185758208,0.0,25,7,10,0.7,18.3751912622402,0.7596303011445471,0,0,0.004700537320979145,True,chain8,"1.4 V, 1.6 ns",9
clean,utility_per_resource_greedy,0.0,10.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",0
clean,congestion_aware_greedy,0.0,10.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",0
clean,greedy_local_search,0.0,10.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",0
clean,cp_sat_exact,0.0,10.0,18,4,10,0.4,6.074772169400614,0.8602466475654689,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",0
blind,utility_per_resource_greedy,0.0038823991857582078,10.0,18,4,10,0.4,6.065732335189763,0.859811403582057,0,0,0.00022072342825829594,True,chain8,"1.4 V, 1.6 ns",0
blind,congestion_aware_greedy,0.0038823991857582078,10.0,18,4,10,0.4,6.065732335189763,0.859811403582057,0,0,0.00022072342825829594,True,chain8,"1.4 V, 1.6 ns",0
blind,greedy_local_search,0.0038823991857582078,10.0,18,4,10,0.4,6.065732335189763,0.859811403582057,0,0,0.00022072342825829594,True,chain8,"1.4 V, 1.6 ns",0
blind,cp_sat_exact,0.0038823991857582078,10.0,18,4,10,0.4,6.065732335189763,0.859811403582057,0,0,0.00022072342825829594,True,chain8,"1.4 V, 1.6 ns",0
aware,utility_per_resource_greedy,0.0038823991857582078,10.0,18,4,10,0.4,6.065732335189763,0.859811403582057,0,0,0.00022072342825829594,True,chain8,"1.4 V, 1.6 ns",0
aware,congestion_aware_greedy,0.0038823991857582078,10.0,18,4,10,0.4,6.065732335189763,0.859811403582057,0,0,0.00022072342825829594,True,chain8,"1.4 V, 1.6 ns",0
aware,greedy_local_search,0.0038823991857582078,10.0,18,4,10,0.4,6.065732335189763,0.859811403582057,0,0,0.00022072342825829594,True,chain8,"1.4 V, 1.6 ns",0
aware,cp_sat_exact,0.0038823991857582078,10.0,18,4,10,0.4,6.065732335189763,0.859811403582057,0,0,0.00022072342825829594,True,chain8,"1.4 V, 1.6 ns",0
clean,utility_per_resource_greedy,0.0,10.0,28,8,10,0.8,22.09433295099259,0.8193685807407407,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",1
clean,congestion_aware_greedy,0.0,10.0,28,8,10,0.8,22.607824978725926,0.8122393837037037,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",1
clean,greedy_local_search,0.0,10.0,28,8,10,0.8,22.09433295099259,0.8193685807407407,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",1
clean,cp_sat_exact,0.0,10.0,28,8,10,0.8,22.607824978725926,0.8122393837037037,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",1
blind,utility_per_resource_greedy,0.0038823991857582078,10.0,28,8,10,0.8,22.079452303500332,0.8187661999144404,0,0,0.00031244933745358923,True,chain8,"1.4 V, 1.6 ns",1
blind,congestion_aware_greedy,0.0038823991857582078,10.0,28,8,10,0.8,22.591550385895427,0.811597250314556,0,0,0.00031244933745358923,True,chain8,"1.4 V, 1.6 ns",1
blind,greedy_local_search,0.0038823991857582078,10.0,28,8,10,0.8,22.079452303500332,0.8187661999144404,0,0,0.00031244933745358923,True,chain8,"1.4 V, 1.6 ns",1
blind,cp_sat_exact,0.0038823991857582078,10.0,28,8,10,0.8,22.591550385895427,0.811597250314556,0,0,0.00031244933745358923,True,chain8,"1.4 V, 1.6 ns",1
aware,utility_per_resource_greedy,0.0038823991857582078,10.0,28,8,10,0.8,22.079452303500332,0.8187661999144404,0,0,0.00031244933745358923,True,chain8,"1.4 V, 1.6 ns",1
aware,congestion_aware_greedy,0.0038823991857582078,10.0,28,8,10,0.8,22.591550385895427,0.811597250314556,0,0,0.00031244933745358923,True,chain8,"1.4 V, 1.6 ns",1
aware,greedy_local_search,0.0038823991857582078,10.0,28,8,10,0.8,22.079452303500332,0.8187661999144404,0,0,0.00031244933745358923,True,chain8,"1.4 V, 1.6 ns",1
aware,cp_sat_exact,0.0038823991857582078,10.0,28,8,10,0.8,22.591550385895427,0.811597250314556,0,0,0.00031244933745358923,True,chain8,"1.4 V, 1.6 ns",1
clean,utility_per_resource_greedy,0.0,10.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",2
clean,congestion_aware_greedy,0.0,10.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",2
clean,greedy_local_search,0.0,10.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",2
clean,cp_sat_exact,0.0,10.0,30,8,10,0.8,26.41783333844742,0.8520163147040517,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",2
blind,utility_per_resource_greedy,0.0038823991857582078,10.0,30,8,10,0.8,26.391541284543823,0.8510019685396325,0,0,0.00038365168179778564,True,chain8,"1.4 V, 1.6 ns",2
blind,congestion_aware_greedy,0.0038823991857582078,10.0,30,8,10,0.8,26.391541284543823,0.8510019685396325,0,0,0.00038365168179778564,True,chain8,"1.4 V, 1.6 ns",2
blind,greedy_local_search,0.0038823991857582078,10.0,30,8,10,0.8,26.391541284543823,0.8510019685396325,0,0,0.00038365168179778564,True,chain8,"1.4 V, 1.6 ns",2
blind,cp_sat_exact,0.0038823991857582078,10.0,30,8,10,0.8,26.391541284543823,0.8510019685396325,0,0,0.00038365168179778564,True,chain8,"1.4 V, 1.6 ns",2
aware,utility_per_resource_greedy,0.0038823991857582078,10.0,30,8,10,0.8,26.391541284543823,0.8510019685396325,0,0,0.00038365168179778564,True,chain8,"1.4 V, 1.6 ns",2
aware,congestion_aware_greedy,0.0038823991857582078,10.0,30,8,10,0.8,26.391541284543823,0.8510019685396325,0,0,0.00038365168179778564,True,chain8,"1.4 V, 1.6 ns",2
aware,greedy_local_search,0.0038823991857582078,10.0,30,8,10,0.8,26.391541284543823,0.8510019685396325,0,0,0.00038365168179778564,True,chain8,"1.4 V, 1.6 ns",2
aware,cp_sat_exact,0.0038823991857582078,10.0,30,8,10,0.8,26.391541284543823,0.8510019685396325,0,0,0.00038365168179778564,True,chain8,"1.4 V, 1.6 ns",2
clean,utility_per_resource_greedy,0.0,10.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",3
clean,congestion_aware_greedy,0.0,10.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",3
clean,greedy_local_search,0.0,10.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",3
clean,cp_sat_exact,0.0,10.0,19,5,10,0.5,19.07488266666667,0.9057066666666668,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",3
blind,utility_per_resource_greedy,0.0038823991857582078,10.0,19,5,10,0.5,19.058242476907363,0.9046769816632217,0,0,0.000586014819641648,True,chain8,"1.4 V, 1.6 ns",3
blind,congestion_aware_greedy,0.0038823991857582078,10.0,19,5,10,0.5,19.058242476907363,0.9046769816632217,0,0,0.000586014819641648,True,chain8,"1.4 V, 1.6 ns",3
blind,greedy_local_search,0.0038823991857582078,10.0,19,5,10,0.5,19.058242476907363,0.9046769816632217,0,0,0.000586014819641648,True,chain8,"1.4 V, 1.6 ns",3
blind,cp_sat_exact,0.0038823991857582078,10.0,19,5,10,0.5,19.058242476907363,0.9046769816632217,0,0,0.000586014819641648,True,chain8,"1.4 V, 1.6 ns",3
aware,utility_per_resource_greedy,0.0038823991857582078,10.0,19,5,10,0.5,19.058242476907363,0.9046769816632217,0,0,0.000586014819641648,True,chain8,"1.4 V, 1.6 ns",3
aware,congestion_aware_greedy,0.0038823991857582078,10.0,19,5,10,0.5,19.058242476907363,0.9046769816632217,0,0,0.000586014819641648,True,chain8,"1.4 V, 1.6 ns",3
aware,greedy_local_search,0.0038823991857582078,10.0,19,5,10,0.5,19.058242476907363,0.9046769816632217,0,0,0.000586014819641648,True,chain8,"1.4 V, 1.6 ns",3
aware,cp_sat_exact,0.0038823991857582078,10.0,19,5,10,0.5,19.058242476907363,0.9046769816632217,0,0,0.000586014819641648,True,chain8,"1.4 V, 1.6 ns",3
clean,utility_per_resource_greedy,0.0,10.0,19,5,10,0.5,14.115882000000001,0.87712,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",4
clean,congestion_aware_greedy,0.0,10.0,19,5,10,0.5,15.33037455163857,0.8753671234893183,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",4
clean,greedy_local_search,0.0,10.0,19,5,10,0.5,14.115882000000001,0.87712,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",4
clean,cp_sat_exact,0.0,10.0,19,5,10,0.5,15.33037455163857,0.8753671234893183,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",4
blind,utility_per_resource_greedy,0.0038823991857582078,10.0,19,5,10,0.5,14.10210711311231,0.8759808228847623,0,0,0.0006223970972930117,True,chain8,"1.4 V, 1.6 ns",4
blind,congestion_aware_greedy,0.0038823991857582078,10.0,19,5,10,0.5,15.303637408528036,0.874185190812869,0,0,0.0006223970972930117,True,chain8,"1.4 V, 1.6 ns",4
blind,greedy_local_search,0.0038823991857582078,10.0,19,5,10,0.5,14.10210711311231,0.8759808228847623,0,0,0.0006223970972930117,True,chain8,"1.4 V, 1.6 ns",4
blind,cp_sat_exact,0.0038823991857582078,10.0,19,5,10,0.5,15.303637408528036,0.874185190812869,0,0,0.0006223970972930117,True,chain8,"1.4 V, 1.6 ns",4
aware,utility_per_resource_greedy,0.0038823991857582078,10.0,19,5,10,0.5,14.10210711311231,0.8759808228847623,0,0,0.0006223970972930117,True,chain8,"1.4 V, 1.6 ns",4
aware,congestion_aware_greedy,0.0038823991857582078,10.0,19,5,10,0.5,15.303637408528036,0.874185190812869,0,0,0.0006223970972930117,True,chain8,"1.4 V, 1.6 ns",4
aware,greedy_local_search,0.0038823991857582078,10.0,19,5,10,0.5,14.10210711311231,0.8759808228847623,0,0,0.0006223970972930117,True,chain8,"1.4 V, 1.6 ns",4
aware,cp_sat_exact,0.0038823991857582078,10.0,19,5,10,0.5,15.303637408528036,0.874185190812869,0,0,0.0006223970972930117,True,chain8,"1.4 V, 1.6 ns",4
clean,utility_per_resource_greedy,0.0,10.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",5
clean,congestion_aware_greedy,0.0,10.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",5
clean,greedy_local_search,0.0,10.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",5
clean,cp_sat_exact,0.0,10.0,27,7,10,0.7,25.89430592977265,0.8237861829870994,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",5
blind,utility_per_resource_greedy,0.0038823991857582078,10.0,27,7,10,0.7,25.884478712168534,0.8234127371628374,0,0,0.00026197026000792815,True,chain8,"1.4 V, 1.6 ns",5
blind,congestion_aware_greedy,0.0038823991857582078,10.0,27,7,10,0.7,25.884478712168534,0.8234127371628374,0,0,0.00026197026000792815,True,chain8,"1.4 V, 1.6 ns",5
blind,greedy_local_search,0.0038823991857582078,10.0,27,7,10,0.7,25.884478712168534,0.8234127371628374,0,0,0.00026197026000792815,True,chain8,"1.4 V, 1.6 ns",5
blind,cp_sat_exact,0.0038823991857582078,10.0,27,7,10,0.7,25.884478712168534,0.8234127371628374,0,0,0.00026197026000792815,True,chain8,"1.4 V, 1.6 ns",5
aware,utility_per_resource_greedy,0.0038823991857582078,10.0,27,7,10,0.7,25.884478712168534,0.8234127371628374,0,0,0.00026197026000792815,True,chain8,"1.4 V, 1.6 ns",5
aware,congestion_aware_greedy,0.0038823991857582078,10.0,27,7,10,0.7,25.884478712168534,0.8234127371628374,0,0,0.00026197026000792815,True,chain8,"1.4 V, 1.6 ns",5
aware,greedy_local_search,0.0038823991857582078,10.0,27,7,10,0.7,25.884478712168534,0.8234127371628374,0,0,0.00026197026000792815,True,chain8,"1.4 V, 1.6 ns",5
aware,cp_sat_exact,0.0038823991857582078,10.0,27,7,10,0.7,25.884478712168534,0.8234127371628374,0,0,0.00026197026000792815,True,chain8,"1.4 V, 1.6 ns",5
clean,utility_per_resource_greedy,0.0,10.0,20,5,10,0.5,15.624181191111113,0.8643512888888889,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",6
clean,congestion_aware_greedy,0.0,10.0,20,5,10,0.5,17.309559275495772,0.8724370203123776,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",6
clean,greedy_local_search,0.0,10.0,20,5,10,0.5,15.624181191111113,0.8643512888888889,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",6
clean,cp_sat_exact,0.0,10.0,20,5,10,0.5,17.309559275495772,0.8724370203123776,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",6
blind,utility_per_resource_greedy,0.0038823991857582078,10.0,20,5,10,0.5,15.605007404956238,0.8631853178825732,0,0,0.0004022641462722497,True,chain8,"1.4 V, 1.6 ns",6
blind,congestion_aware_greedy,0.0038823991857582078,10.0,20,5,10,0.5,17.27729964510244,0.8713447779634509,0,0,0.0004022641462722497,True,chain8,"1.4 V, 1.6 ns",6
blind,greedy_local_search,0.0038823991857582078,10.0,20,5,10,0.5,15.605007404956238,0.8631853178825732,0,0,0.0004022641462722497,True,chain8,"1.4 V, 1.6 ns",6
blind,cp_sat_exact,0.0038823991857582078,10.0,20,5,10,0.5,17.27729964510244,0.8713447779634509,0,0,0.0004022641462722497,True,chain8,"1.4 V, 1.6 ns",6
aware,utility_per_resource_greedy,0.0038823991857582078,10.0,20,5,10,0.5,15.605007404956238,0.8631853178825732,0,0,0.0004022641462722497,True,chain8,"1.4 V, 1.6 ns",6
aware,congestion_aware_greedy,0.0038823991857582078,10.0,20,5,10,0.5,17.27729964510244,0.8713447779634509,0,0,0.0004022641462722497,True,chain8,"1.4 V, 1.6 ns",6
aware,greedy_local_search,0.0038823991857582078,10.0,20,5,10,0.5,15.605007404956238,0.8631853178825732,0,0,0.0004022641462722497,True,chain8,"1.4 V, 1.6 ns",6
aware,cp_sat_exact,0.0038823991857582078,10.0,20,5,10,0.5,17.27729964510244,0.8713447779634509,0,0,0.0004022641462722497,True,chain8,"1.4 V, 1.6 ns",6
clean,utility_per_resource_greedy,0.0,10.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",7
clean,congestion_aware_greedy,0.0,10.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",7
clean,greedy_local_search,0.0,10.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",7
clean,cp_sat_exact,0.0,10.0,25,4,10,0.4,12.463333093333333,0.8344782222222222,0,0,0.0,True,chain8,"1.4 V, 1.6 ns",7
blind,utility_per_resource_greedy,0.0038823991857582078,10.0,25,4,10,0.4,12.451671430874978,0.8334222146761234,0,0,0.0006226678231342804,True,chain8,"1.4 V, 1.6 ns",7
blind,congestion_aware_greedy,0.0038823991857582078,10.0,25,4,10,0.4,12.451671430874978,0.8334222146761234,0,0,0.0006226678231342804,True,chain8,"1.4 V, 1.6 ns",7
